,Commit#,Author,Message,Time,Changed Files,Additions,Deletions,Parents,Number of Comments,Timezone
1450,babbd208e64e22a8eb189a6d1888d0868bbaa934,jkmarz,"Add Intel Corporation to file (#2814)

Intel agrees that its previous MIT-licensed contributions to ONNX are hereby relicensed to Apache-2.0",2020-06-22 20:24:10,docs/Relicensing.md,2,0,b2a20a9d07678e89ae9346243035e194b63e0e8a,0,-7
1451,eec64266352a85c00ea47192fb3b9e003d563e49,prasanthpul,"Update WG list for new Release working group (#2826)

And move Data Pipelines to inactive due to no recent activity

Co-authored-by: Ke Zhang <kezhan@microsoft.com>",2020-06-22 20:55:12,community/working-groups.md,2,1,babbd208e64e22a8eb189a6d1888d0868bbaa934,0,-7
1452,3d902bfa3231319f0a318894f14c06c71ee2b1d2,vinitra,updating build badges for onnx pipelines (#2853),2020-06-22 21:35:37,README.md,3,2,eec64266352a85c00ea47192fb3b9e003d563e49,0,-7
1453,7979c71a2ca990cad669313fd5fa52533b7dada1,migueldeicaza,"Clarify the introduction (#2589)

And add an example for how to dump the contents of the ONNX file (this was a question elsewhere that got closed)

Co-authored-by: Wei-Sheng Chin <wschin@outlook.com>
Co-authored-by: Prasanth Pulavarthi <prasantp@microsoft.com>
Co-authored-by: Wei-Sheng Chin <wechi@microsoft.com>
Co-authored-by: G. Ramalingam <grama@microsoft.com>",2020-06-23 00:55:58,docs/IR.md,16,2,3d902bfa3231319f0a318894f14c06c71ee2b1d2,0,-4
1454,7ee9f618ef6808b100b1d7ddd8837f1f86da8267,jcwchen,"Enable GitHub issue templates (#2848)

* add issue template(bug, enhance, Q)

* Update onnx version for example

* Add expected behavior in bug

* Add describe the alternative in feature_request

* add new operator

* remove solve problem in op

* fix typo

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2020-06-23 21:22:26,.github/ISSUE_TEMPLATE/bug.md .github/ISSUE_TEMPLATE/question.md .github/ISSUE_TEMPLATE/feature_request.md .github/ISSUE_TEMPLATE/operator.md,120,0,7979c71a2ca990cad669313fd5fa52533b7dada1,0,-7
1455,14a7477618ec418d987fd5207178e91bb4c98dfc,prasanthpul,"fix label for PPC build (#2855)

it's not circle CI

Co-authored-by: Ashwini Khade <askhade@microsoft.com>",2020-06-25 06:50:38,README.md,1,1,7ee9f618ef6808b100b1d7ddd8837f1f86da8267,0,-7
1456,5a2178c1bf811fbd3cd7bcc8e2968984e26929f6,jcwchen,default yes while conda (#2861),2020-06-25 23:12:57,.azure-pipelines/MacOS-CI.yml,1,1,14a7477618ec418d987fd5207178e91bb4c98dfc,0,-7
1457,62d4aebfa7cb719a33267d75364a15eb7d7dcafd,natke,"Add versions to operators in table of contents (#2743)

* Add versions to operators in table of contents

* Update table of content formatting

* Update from master and rebuild docs

* Fix extra blank line Python lint error

* Add function signature

* Add space for lint error

Co-authored-by: Prasanth Pulavarthi <prasantp@microsoft.com>",2020-06-26 19:33:26,docs/Operators-ml.md docs/Operators.md onnx/defs/gen_doc.py,328,307,5a2178c1bf811fbd3cd7bcc8e2968984e26929f6,0,-7
1458,4ae9f0424a515e32ee081646aa323f489348a48f,joohoon,"Update relicensing list on behalf of NVIDIA (#2864)

Co-authored-by: Joohoon Lee <joohoonl@nvidia.com>",2020-06-30 01:44:59,docs/Relicensing.md,2,0,62d4aebfa7cb719a33267d75364a15eb7d7dcafd,0,-7
1459,de8f4fc34444eea32a002a8c671863332a774a56,prasanthpul,"update relicensing list on behalf of Microsoft (#2854)

Co-authored-by: Ke Zhang <kezhan@microsoft.com>",2020-07-01 00:55:50,docs/Relicensing.md,2,2,4ae9f0424a515e32ee081646aa323f489348a48f,0,-7
1460,fdfb640f26a8198eac21431cd10739c920e63aaa,jcwchen,update ort to 1.3.1 (#2870),2020-07-01 18:51:09,.circleci/build.sh,1,1,de8f4fc34444eea32a002a8c671863332a774a56,0,-7
1461,456ba4cace5b21cbd64b579ebd48e83aa4081b76,jcwchen,"Update description for initializer in IR and Loop in operator (#2876)

* mention init and node order in IR.md

* update loop node description

* Update loop def.h

* Update IR.md

* correct typo for subgraph

* Update IR.md",2020-07-06 06:14:16,onnx/defs/controlflow/defs.cc docs/IR.md docs/Operators.md docs/Changelog.md,8,2,fdfb640f26a8198eac21431cd10739c920e63aaa,0,-7
